================================================
  Task 2: u = sin(5(x+y)) + 2, lambda=x+y
  Equation: div(lambda * grad(u)) + q = 0
================================================

Domain:   [0, 1] x [0, 1]
Mesh:     40 x 40
Nodes:    1681
Elements: 3200

u_min = 1.000532
u_max = 2.998531
u_avg = 1.955150

Boundary conditions:
  x=0: Dirichlet  u = sin(5y) + 2
  x=1: Neumann   -(lambda*du/dn) = -(x+y)*5*cos(5(x+y))
  y=0: Dirichlet  u = sin(5x) + 2
  y=1: Neumann   -(lambda*du/dn) = -(x+y)*5*cos(5(x+y))

------------------------------------------------
  Node       x           y           u
   1262  0.80000000  0.75000000    2.98323677
   1263  0.82500000  0.75000000    2.98802481
   1264  0.85000000  0.75000000    2.97736692
   1265  0.87500000  0.75000000    2.95143287
   1266  0.90000000  0.75000000    2.91063147
   1267  0.92500000  0.75000000    2.85560407
   1268  0.95000000  0.75000000    2.78721431
   1269  0.97500000  0.75000000    2.70653422
   1270  1.00000000  0.75000000    2.61482699
   1271  0.00000000  0.77500000    1.33059517
   1272  0.02500000  0.77500000    1.24423972
   1273  0.05000000  0.77500000    1.16963486
   1274  0.07500000  0.77500000    1.10795193
   1275  0.10000000  0.77500000    1.06015555
   1276  0.12500000  0.77500000    1.02698945
   1277  0.15000000  0.77500000    1.00896667
   1278  0.17500000  0.77500000    1.00636324
   1279  0.20000000  0.77500000    1.01921499
   1280  0.22500000  0.77500000    1.04731762
   1281  0.25000000  0.77500000    1.09023002
   1282  0.27500000  0.77500000    1.14728112
   1283  0.30000000  0.77500000    1.21758019
   1284  0.32500000  0.77500000    1.30003049
   1285  0.35000000  0.77500000    1.39334624
   1286  0.37500000  0.77500000    1.49607249
   1287  0.40000000  0.77500000    1.60660769
   1288  0.42500000  0.77500000    1.72322855
   1289  0.45000000  0.77500000    1.84411686
   1290  0.47500000  0.77500000    1.96738781
   1291  0.50000000  0.77500000    2.09111932
   1292  0.52500000  0.77500000    2.21338204
   1293  0.55000000  0.77500000    2.33226938
   1294  0.57500000  0.77500000    2.44592729
   1295  0.60000000  0.77500000    2.55258317
   1296  0.62500000  0.77500000    2.65057356
   1297  0.65000000  0.77500000    2.73837009
   1298  0.67500000  0.77500000    2.81460339
   1299  0.70000000  0.77500000    2.87808450
   1300  0.72500000  0.77500000    2.92782350
   1301  0.75000000  0.77500000    2.96304506
   1302  0.77500000  0.77500000    2.98320067
   1303  0.80000000  0.77500000    2.98797732
   1304  0.82500000  0.77500000    2.97730261
   1305  0.85000000  0.77500000    2.95134605
   1306  0.87500000  0.77500000    2.91051655
   1307  0.90000000  0.77500000    2.85545616
   1308  0.92500000  0.77500000    2.78702991
   1309  0.95000000  0.77500000    2.70631203
   1310  0.97500000  0.77500000    2.61456849
   1311  1.00000000  0.77500000    2.51323642
   1312  0.00000000  0.80000000    1.24319750
   1313  0.02500000  0.80000000    1.16869925
   1314  0.05000000  0.80000000    1.10709488
   1315  0.07500000  0.80000000    1.05936343
   1316  0.10000000  0.80000000    1.02625716
   1317  0.12500000  0.80000000    1.00829258
   1318  0.15000000  0.80000000    1.00574616
   1319  0.17500000  0.80000000    1.01865297
   1320  0.20000000  0.80000000    1.04680770
   1321  0.22500000  0.80000000    1.08976854
   1322  0.25000000  0.80000000    1.14686411
   1323  0.27500000  0.80000000    1.21720367
   1324  0.30000000  0.80000000    1.29969074
   1325  0.32500000  0.80000000    1.39303993
   1326  0.35000000  0.80000000    1.49579670
   1327  0.37500000  0.80000000    1.60635994
   1328  0.40000000  0.80000000    1.72300676
   1329  0.42500000  0.80000000    1.84391930
   1330  0.45000000  0.80000000    1.96721299
   1331  0.47500000  0.80000000    2.09096598
   1332  0.50000000  0.80000000    2.21324902
   1333  0.52500000  0.80000000    2.33215557
   1334  0.55000000  0.80000000    2.44583155
   1335  0.57500000  0.80000000    2.55250429
   1336  0.60000000  0.80000000    2.65051012
   1337  0.62500000  0.80000000    2.73832045
   1338  0.65000000  0.80000000    2.81456556
   1339  0.67500000  0.80000000    2.87805607
   1340  0.70000000  0.80000000    2.92780156
   1341  0.72500000  0.80000000    2.96302608
   1342  0.75000000  0.80000000    2.98318039
   1343  0.77500000  0.80000000    2.98795069
   1344  0.80000000  0.80000000    2.97726371
   1345  0.82500000  0.80000000    2.95128810
   1346  0.85000000  0.80000000    2.91043212
   1347  0.87500000  0.80000000    2.85533754
   1348  0.90000000  0.80000000    2.78686988
   1349  0.92500000  0.80000000    2.70610492
   1350  0.95000000  0.80000000    2.61431157
   1351  0.97500000  0.80000000    2.51293108
   1352  1.00000000  0.80000000    2.40355304
   1353  0.00000000  0.82500000    1.16760949
   1354  0.02500000  0.82500000    1.10609440
   1355  0.05000000  0.82500000    1.05842528
   1356  0.07500000  0.82500000    1.02537541
   1357  0.10000000  0.82500000    1.00747057
   1358  0.12500000  0.82500000    1.00498835
   1359  0.15000000  0.82500000    1.01796133
   1360  0.17500000  0.82500000    1.04618119
   1361  0.20000000  0.82500000    1.08920378
   1362  0.22500000  0.82500000    1.14635634
   1363  0.25000000  0.82500000    1.21674764
   1364  0.27500000  0.82500000    1.29928128
   1365  0.30000000  0.82500000    1.39267225
   1366  0.32500000  0.82500000    1.49546661
   1367  0.35000000  0.82500000    1.60606385
   1368  0.37500000  0.82500000    1.72274168
   1369  0.40000000  0.82500000    1.84368278
   1370  0.42500000  0.82500000    1.96700303
   1371  0.45000000  0.82500000    2.09078092
   1372  0.47500000  0.82500000    2.21308749
   1373  0.50000000  0.82500000    2.33201636
   1374  0.52500000  0.82500000    2.44571356
   1375  0.55000000  0.82500000    2.55240640
   1376  0.57500000  0.82500000    2.65043115
   1377  0.60000000  0.82500000    2.73825903
   1378  0.62500000  0.82500000    2.81452010
   1379  0.65000000  0.82500000    2.87802463
   1380  0.67500000  0.82500000    2.92778174
   1381  0.70000000  0.82500000    2.96301488
   1382  0.72500000  0.82500000    2.98317412
   1383  0.75000000  0.82500000    2.98794475
   1384  0.77500000  0.82500000    2.97725243
   1385  0.80000000  0.82500000    2.95126461
   1386  0.82500000  0.82500000    2.91038816
   1387  0.85000000  0.82500000    2.85526356
   1388  0.87500000  0.82500000    2.78675534
   1389  0.90000000  0.82500000    2.70593920
   1390  0.92500000  0.82500000    2.61408549
   1391  0.95000000  0.82500000    2.51263924
   1392  0.97500000  0.82500000    2.40319629
   1393  1.00000000  0.82500000    2.28747575
   1394  0.00000000  0.85000000    1.10501064
   1395  0.02500000  0.85000000    1.05738620
   1396  0.05000000  0.85000000    1.02436260
   1397  0.07500000  0.85000000    1.00649678
   1398  0.10000000  0.85000000    1.00407299
   1399  0.12500000  0.85000000    1.01711832
   1400  0.15000000  0.85000000    1.04541627
   1401  0.17500000  0.85000000    1.08851617
   1402  0.20000000  0.85000000    1.14574131
   1403  0.22500000  0.85000000    1.21619859
   1404  0.25000000  0.85000000    1.29879113
   1405  0.27500000  0.85000000    1.39223430
   1406  0.30000000  0.85000000    1.49507489
   1407  0.32500000  0.85000000    1.60571325
   1408  0.35000000  0.85000000    1.72242798
   1409  0.37500000  0.85000000    1.84340253
   1410  0.40000000  0.85000000    1.96675349
   1411  0.42500000  0.85000000    2.09055992
   1412  0.45000000  0.85000000    2.21289328
   1413  0.47500000  0.85000000    2.33184755
   1414  0.50000000  0.85000000    2.44556899
   1415  0.52500000  0.85000000    2.55228502
   1416  0.55000000  0.85000000    2.65033196
   1417  0.57500000  0.85000000    2.73818098
   1418  0.60000000  0.85000000    2.81446197
   1419  0.62500000  0.85000000    2.87798498
   1420  0.65000000  0.85000000    2.92775875
   1421  0.67500000  0.85000000    2.96300630
   1422  0.70000000  0.85000000    2.98317705
   1423  0.72500000  0.85000000    2.98795549
   1424  0.75000000  0.85000000    2.97726625
   1425  0.77500000  0.85000000    2.95127543
   1426  0.80000000  0.85000000    2.91038827
   1427  0.82500000  0.85000000    2.85524324
   1428  0.85000000  0.85000000    2.78670263
   1429  0.87500000  0.85000000    2.70583993
   1430  0.90000000  0.85000000    2.61392408
   1431  0.92500000  0.85000000    2.51240071
   1432  0.95000000  0.85000000    2.40287008
   1433  0.97500000  0.85000000    2.28706078
   1434  1.00000000  0.85000000    2.16679838
   1435  0.00000000  0.87500000    1.05637781
   1436  0.02500000  0.87500000    1.02330318
   1437  0.05000000  0.87500000    1.00539788
   1438  0.07500000  0.87500000    1.00298913
   1439  0.10000000  0.87500000    1.01609662
   1440  0.12500000  0.87500000    1.04448263
   1441  0.15000000  0.87500000    1.08767861
   1442  0.17500000  0.87500000    1.14499696
   1443  0.20000000  0.87500000    1.21553937
   1444  0.22500000  0.87500000    1.29820728
   1445  0.25000000  0.87500000    1.39171620
   1446  0.27500000  0.87500000    1.49461392
   1447  0.30000000  0.87500000    1.60530212
   1448  0.32500000  0.87500000    1.72206068
   1449  0.35000000  0.87500000    1.84307425
   1450  0.37500000  0.87500000    1.96646045
   1451  0.40000000  0.87500000    2.09029919
   1452  0.42500000  0.87500000    2.21266262
   1453  0.45000000  0.87500000    2.33164525
   1454  0.47500000  0.87500000    2.44539373
   1455  0.50000000  0.87500000    2.55213577
   1456  0.52500000  0.87500000    2.65020784
   1457  0.55000000  0.87500000    2.73808119
   1458  0.57500000  0.87500000    2.81438567
   1459  0.60000000  0.87500000    2.87793119
   1460  0.62500000  0.87500000    2.92772629
   1461  0.65000000  0.87500000    2.96299363
   1462  0.67500000  0.87500000    2.98318219
   1463  0.70000000  0.87500000    2.98797583
   1464  0.72500000  0.87500000    2.97729835
   1465  0.75000000  0.87500000    2.95131470
   1466  0.77500000  0.87500000    2.91042861
   1467  0.80000000  0.87500000    2.85527649
   1468  0.82500000  0.87500000    2.78671788
   1469  0.85000000  0.87500000    2.70582281
   1470  0.87500000  0.87500000    2.61385609
   1471  0.90000000  0.87500000    2.51225939
   1472  0.92500000  0.87500000    2.40263094
   1473  0.95000000  0.87500000    2.28670295
   1474  0.97500000  0.87500000    2.16631480
   1475  1.00000000  0.87500000    2.04337817
   1476  0.00000000  0.90000000    1.02246988
   1477  0.02500000  0.90000000    1.00430850
   1478  0.05000000  0.90000000    1.00175301
   1479  0.07500000  0.90000000    1.01485802
   1480  0.10000000  0.90000000    1.04332981
   1481  0.12500000  0.90000000    1.08664641
   1482  0.15000000  0.90000000    1.14408906
   1483  0.17500000  0.90000000    1.21474548
   1484  0.20000000  0.90000000    1.29751271
   1485  0.22500000  0.90000000    1.39110625
   1486  0.25000000  0.90000000    1.49407563
   1487  0.27500000  0.90000000    1.60482471
   1488  0.30000000  0.90000000    1.72163550
   1489  0.32500000  0.90000000    1.84269451
   1490  0.35000000  0.90000000    1.96612090
   1491  0.37500000  0.90000000    2.08999585
   1492  0.40000000  0.90000000    2.21239254
   1493  0.42500000  0.90000000    2.33140626
   1494  0.45000000  0.90000000    2.44518427
   1495  0.47500000  0.90000000    2.55195472
   1496  0.50000000  0.90000000    2.65005441
   1497  0.52500000  0.90000000    2.73795475
   1498  0.55000000  0.90000000    2.81428570
   1499  0.57500000  0.90000000    2.87785716
   1500  0.60000000  0.90000000    2.92767757
   1501  0.62500000  0.90000000    2.96296941
   1502  0.65000000  0.90000000    2.98318133
   1503  0.67500000  0.90000000    2.98799681
   1504  0.70000000  0.90000000    2.97733905
   1505  0.72500000  0.90000000    2.95137223
   1506  0.75000000  0.90000000    2.91049896
   1507  0.77500000  0.90000000    2.85535405
   1508  0.80000000  0.90000000    2.78679477
   1509  0.82500000  0.90000000    2.70588776
   1510  0.85000000  0.90000000    2.61389301
   1511  0.87500000  0.90000000    2.51224546
   1512  0.90000000  0.90000000    2.40253493
   1513  0.92500000  0.90000000    2.28648543
   1514  0.95000000  0.90000000    2.16593445
   1515  0.97500000  0.90000000    2.04281044
   1516  1.00000000  0.90000000    1.91909920
   1517  0.00000000  0.92500000    1.00381599
   1518  0.02500000  0.92500000    1.00053194
   1519  0.05000000  0.92500000    1.01334780
   1520  0.07500000  0.92500000    1.04185219
   1521  0.10000000  0.92500000    1.08532874
   1522  0.12500000  0.92500000    1.14295407
   1523  0.15000000  0.92500000    1.21377625
   1524  0.17500000  0.92500000    1.29668251
   1525  0.20000000  0.92500000    1.39038958
   1526  0.22500000  0.92500000    1.49345126
   1527  0.25000000  0.92500000    1.60427590
   1528  0.27500000  0.92500000    1.72114936
   1529  0.30000000  0.92500000    1.84226128
   1530  0.32500000  0.92500000    1.96573327
   1531  0.35000000  0.92500000    2.08964842
   1532  0.37500000  0.92500000    2.21208136
   1533  0.40000000  0.92500000    2.33112855
   1534  0.42500000  0.92500000    2.44493809
   1535  0.45000000  0.92500000    2.55173881
   1536  0.47500000  0.92500000    2.64986797
   1537  0.50000000  0.92500000    2.73779732
   1538  0.52500000  0.92500000    2.81415703
   1539  0.55000000  0.92500000    2.87775710
   1540  0.57500000  0.92500000    2.92760599
   1541  0.60000000  0.92500000    2.96292609
   1542  0.62500000  0.92500000    2.98316593
   1543  0.65000000  0.92500000    2.98800872
   1544  0.67500000  0.92500000    2.97737737
   1545  0.70000000  0.92500000    2.95143557
   1546  0.72500000  0.92500000    2.91058529
   1547  0.75000000  0.92500000    2.85546041
   1548  0.77500000  0.92500000    2.78691680
   1549  0.80000000  0.92500000    2.70601891
   1550  0.82500000  0.92500000    2.61402321
   1551  0.85000000  0.92500000    2.51235884
   1552  0.87500000  0.92500000    2.40260622
   1553  0.90000000  0.92500000    2.28647466
   1554  0.92500000  0.92500000    2.16578126
   1555  0.95000000  0.92500000    2.04243463
   1556  0.97500000  0.92500000    1.91842684
   1557  1.00000000  0.92500000    1.79582383
   1558  0.00000000  0.95000000    1.00070721
   1559  0.02500000  0.95000000    1.01157799
   1560  0.05000000  0.95000000    1.03976038
   1561  0.07500000  0.95000000    1.08348983
   1562  0.10000000  0.95000000    1.14144895
   1563  0.12500000  0.95000000    1.21255355
   1564  0.15000000  0.95000000    1.29567627
   1565  0.17500000  0.95000000    1.38954627
   1566  0.20000000  0.95000000    1.49273172
   1567  0.22500000  0.95000000    1.60365218
   1568  0.25000000  0.95000000    1.72060154
   1569  0.27500000  0.95000000    1.84177507
   1570  0.30000000  0.95000000    1.96529842
   1571  0.32500000  0.95000000    2.08925758
   1572  0.35000000  0.95000000    2.21172935
   1573  0.37500000  0.95000000    2.33081178
   1574  0.40000000  0.95000000    2.44465417
   1575  0.42500000  0.95000000    2.55148626
   1576  0.45000000  0.95000000    2.64964596
   1577  0.47500000  0.95000000    2.73760552
   1578  0.50000000  0.95000000    2.81399543
   1579  0.52500000  0.95000000    2.87762590
   1580  0.55000000  0.95000000    2.92750549
   1581  0.57500000  0.95000000    2.96285664
   1582  0.60000000  0.95000000    2.98312782
   1583  0.62500000  0.95000000    2.98800215
   1584  0.65000000  0.95000000    2.97740235
   1585  0.67500000  0.95000000    2.95149193
   1586  0.70000000  0.95000000    2.91067255
   1587  0.72500000  0.95000000    2.85557771
   1588  0.75000000  0.95000000    2.78706270
   1589  0.77500000  0.95000000    2.70619108
   1590  0.80000000  0.95000000    2.61421780
   1591  0.82500000  0.95000000    2.51256925
   1592  0.85000000  0.95000000    2.40282053
   1593  0.87500000  0.95000000    2.28667057
   1594  0.90000000  0.95000000    2.16591603
   1595  0.92500000  0.95000000    2.04242699
   1596  0.95000000  0.95000000    1.91813240
   1597  0.97500000  0.95000000    1.79503676
   1598  1.00000000  0.95000000    1.67530664
   1599  0.00000000  0.97500000    1.01319206
   1600  0.02500000  0.97500000    1.03588188
   1601  0.05000000  0.97500000    1.08026385
   1602  0.07500000  0.97500000    1.13917047
   1603  0.10000000  0.97500000    1.21090889
   1604  0.12500000  0.97500000    1.29442734
   1605  0.15000000  0.97500000    1.38855250
   1606  0.17500000  0.97500000    1.49191116
   1607  0.20000000  0.97500000    1.60295512
   1608  0.22500000  0.97500000    1.71999638
   1609  0.25000000  0.97500000    1.84124093
   1610  0.27500000  0.97500000    1.96482114
   1611  0.30000000  0.97500000    2.08882744
   1612  0.32500000  0.97500000    2.21133969
   1613  0.35000000  0.97500000    2.33045813
   1614  0.37500000  0.97500000    2.44433365
   1615  0.40000000  0.97500000    2.55119714
   1616  0.42500000  0.97500000    2.64938742
   1617  0.45000000  0.97500000    2.73737734
   1618  0.47500000  0.97500000    2.81379785
   1619  0.50000000  0.97500000    2.87745948
   1620  0.52500000  0.97500000    2.92737097
   1621  0.55000000  0.97500000    2.96275487
   1622  0.57500000  0.97500000    2.98305967
   1623  0.60000000  0.97500000    2.98796848
   1624  0.62500000  0.97500000    2.97740394
   1625  0.65000000  0.97500000    2.95152948
   1626  0.67500000  0.97500000    2.91074668
   1627  0.70000000  0.97500000    2.85568895
   1628  0.72500000  0.97500000    2.78721150
   1629  0.75000000  0.97500000    2.70637785
   1630  0.77500000  0.97500000    2.61444286
   1631  0.80000000  0.97500000    2.51283268
   1632  0.82500000  0.97500000    2.40312170
   1633  0.85000000  0.97500000    2.28700665
   1634  0.87500000  0.97500000    2.16627785
   1635  0.90000000  0.97500000    2.04278746
   1636  0.92500000  0.97500000    1.91841463
   1637  0.95000000  0.97500000    1.79503220
   1638  0.97500000  0.97500000    1.67450944
   1639  1.00000000  0.97500000    1.55896769
   1640  0.00000000  1.00000000    1.04107573
   1641  0.02500000  1.00000000    1.06831925
   1642  0.05000000  1.00000000    1.13452694
   1643  0.07500000  1.00000000    1.20849257
   1644  0.10000000  1.00000000    1.29286985
   1645  0.12500000  1.00000000    1.38740963
   1646  0.15000000  1.00000000    1.49100594
   1647  0.17500000  1.00000000    1.60220280
   1648  0.20000000  1.00000000    1.71935031
   1649  0.22500000  1.00000000    1.84067292
   1650  0.25000000  1.00000000    1.96431313
   1651  0.27500000  1.00000000    2.08836752
   1652  0.30000000  1.00000000    2.21091993
   1653  0.32500000  1.00000000    2.33007333
   1654  0.35000000  1.00000000    2.44398060
   1655  0.37500000  1.00000000    2.55087403
   1656  0.40000000  1.00000000    2.64909347
   1657  0.42500000  1.00000000    2.73711257
   1658  0.45000000  1.00000000    2.81356282
   1659  0.47500000  1.00000000    2.87725514
   1660  0.50000000  1.00000000    2.92719854
   1661  0.52500000  1.00000000    2.96261572
   1662  0.55000000  1.00000000    2.98295524
   1663  0.57500000  1.00000000    2.98790022
   1664  0.60000000  1.00000000    2.97737330
   1665  0.62500000  1.00000000    2.95153786
   1666  0.65000000  1.00000000    2.91079545
   1667  0.67500000  1.00000000    2.85577950
   1668  0.70000000  1.00000000    2.78734535
   1669  0.72500000  1.00000000    2.70655675
   1670  0.75000000  1.00000000    2.61466905
   1671  0.77500000  1.00000000    2.51310924
   1672  0.80000000  1.00000000    2.40345310
   1673  0.82500000  1.00000000    2.28739964
   1674  0.85000000  1.00000000    2.16674274
   1675  0.87500000  1.00000000    2.04333972
   1676  0.90000000  1.00000000    1.91907471
   1677  0.92500000  1.00000000    1.79581012
   1678  0.95000000  1.00000000    1.67530058
   1679  0.97500000  1.00000000    1.55896618
   1680  1.00000000  1.00000000    1.44707014
------------------------------------------------
